"loc" "fY" "time" "n" "id" "wk" "pred_time" "pred_n" "obs_n"
"461" "as.Smolt" "2021" NA 1 7915 3 2.00785552204726 0.199000414844073 0
"462" "as.Smolt" "2021" NA 2 7916 4 2.29171687314934 0.338003484052572 0
"463" "as.Smolt" "2021" 6 1 7917 4 2.29171687314934 0.0983550772796675 1
"464" "as.Smolt" "2021" NA 3 7918 4 2.29171687314934 0.507005226078857 0
"465" "as.Smolt" "2021" NA 8 7919 4 2.29171687314934 1.35201393621029 0
"466" "as.Smolt" "2021" NA 6 7920 4 2.29171687314934 1.01401045215771 0
"467" "as.Smolt" "2021" NA 3 7921 4 2.29171687314934 0.507005226078857 0
"468" "as.Smolt" "2021" NA 2 7922 4 2.29171687314934 0.338003484052572 0
"469" "as.Smolt" "2021" NA 1 7923 4 2.29171687314934 0.169001742026286 0
"470" "as.Smolt" "2021" NA 1 7924 5 2.5503130437724 0.145627854095265 0
"471" "as.Smolt" "2021" NA 2 7925 5 2.5503130437724 0.29125570819053 0
"472" "as.Smolt" "2021" NA 9 7926 5 2.5503130437724 1.31065068685738 0
"473" "as.Smolt" "2021" 6 1 7927 5 2.5503130437724 0.0847520189548351 1
"474" "as.Smolt" "2021" NA 8 7928 5 2.5503130437724 1.16502283276212 0
"475" "as.Smolt" "2021" 4 1 7929 5 2.5503130437724 0.0847520189548351 1
"476" "as.Smolt" "2021" 7 1 7930 5 2.5503130437724 0.0847520189548351 1
"477" "as.Smolt" "2021" NA 6 7931 5 2.5503130437724 0.87376712457159 0
"478" "as.Smolt" "2021" 5 1 7932 5 2.5503130437724 0.0847520189548351 1
"479" "as.Smolt" "2021" 6 1 7933 5 2.5503130437724 0.0847520189548351 1
"480" "as.Smolt" "2021" NA 7 7934 5 2.5503130437724 1.01939497866685 0
"481" "as.Smolt" "2021" 3 1 7935 5 2.5503130437724 0.0847520189548351 1
"482" "as.Smolt" "2021" NA 1 7936 5 2.5503130437724 0.145627854095265 0
"483" "as.Smolt" "2021" NA 3 7937 6 2.76713309639563 0.385622734171454 0
"484" "as.Smolt" "2021" NA 7 7938 6 2.76713309639563 0.899786379733392 0
"485" "as.Smolt" "2021" 4 1 7939 6 2.76713309639563 0.0748078163090391 1
"486" "as.Smolt" "2021" 6 1 7940 6 2.76713309639563 0.0748078163090391 1
"487" "as.Smolt" "2021" NA 13 7941 6 2.76713309639563 1.6710318480763 0
"488" "as.Smolt" "2021" 5 1 7942 6 2.76713309639563 0.0748078163090391 1
"489" "as.Smolt" "2021" 5 2 7943 6 2.76713309639563 0.149615632618078 2
"490" "as.Smolt" "2021" NA 18 7944 6 2.76713309639563 2.31373640502872 0
"491" "as.Smolt" "2021" 5 1 7945 6 2.76713309639563 0.0748078163090391 1
"492" "as.Smolt" "2021" NA 13 7946 6 2.76713309639563 1.6710318480763 0
"493" "as.Smolt" "2021" 5 3 7947 6 2.76713309639563 0.224423448927117 3
"494" "as.Smolt" "2021" NA 5 7948 6 2.76713309639563 0.642704556952423 0
"495" "as.Smolt" "2021" NA 6 7949 6 2.76713309639563 0.771245468342907 0
"496" "as.Smolt" "2021" 5 1 7950 6 2.76713309639563 0.0748078163090391 1
"497" "as.Smolt" "2021" NA 2 7951 6 2.76713309639563 0.257081822780969 0
"498" "as.Smolt" "2021" NA 4 7952 7 2.92732291412104 0.468873128390222 0
"499" "as.Smolt" "2021" NA 5 7953 7 2.92732291412104 0.586091410487778 0
"500" "as.Smolt" "2021" NA 4 7954 7 2.92732291412104 0.468873128390222 0
"501" "as.Smolt" "2021" 4 1 7955 7 2.92732291412104 0.0682183098000361 1
"502" "as.Smolt" "2021" NA 14 7956 7 2.92732291412104 1.64105594936578 0
"503" "as.Smolt" "2021" 5 1 7957 7 2.92732291412104 0.0682183098000361 1
"504" "as.Smolt" "2021" NA 23 7958 7 2.92732291412104 2.69602048824378 0
"505" "as.Smolt" "2021" NA 17 7959 7 2.92732291412104 1.99271079565844 0
"506" "as.Smolt" "2021" 4 1 7960 7 2.92732291412104 0.0682183098000361 1
"507" "as.Smolt" "2021" NA 10 7961 7 2.92732291412104 1.17218282097556 0
"508" "as.Smolt" "2021" 3 3 7962 7 2.92732291412104 0.204654929400108 3
"509" "as.Smolt" "2021" NA 5 7963 7 2.92732291412104 0.586091410487778 0
"510" "as.Smolt" "2021" NA 3 7964 8 3.01936240066878 0.33350899986976 0
"511" "as.Smolt" "2021" NA 5 7965 8 3.01936240066878 0.555848333116266 0
"512" "as.Smolt" "2021" NA 14 7966 8 3.01936240066878 1.55637533272555 0
"513" "as.Smolt" "2021" 4 1 7967 8 3.01936240066878 0.0646981564851817 1
"514" "as.Smolt" "2021" NA 32 7968 8 3.01936240066878 3.55742933194411 0
"515" "as.Smolt" "2021" 3 2 7969 8 3.01936240066878 0.129396312970363 2
"516" "as.Smolt" "2021" 4 1 7970 8 3.01936240066878 0.0646981564851817 1
"517" "as.Smolt" "2021" 5 1 7971 8 3.01936240066878 0.0646981564851817 1
"518" "as.Smolt" "2021" NA 38 7972 8 3.01936240066878 4.22444733168362 0
"519" "as.Smolt" "2021" 3 2 7973 8 3.01936240066878 0.129396312970363 2
"520" "as.Smolt" "2021" 4 1 7974 8 3.01936240066878 0.0646981564851817 1
"521" "as.Smolt" "2021" NA 23 7975 8 3.01936240066878 2.55690233233483 0
"522" "as.Smolt" "2021" 3 2 7976 8 3.01936240066878 0.129396312970363 2
"523" "as.Smolt" "2021" NA 8 7977 8 3.01936240066878 0.889357332986026 0
"524" "as.Smolt" "2021" 1 1 7978 8 3.01936240066878 0.0646981564851817 1
"525" "as.Smolt" "2021" NA 6 7979 8 3.01936240066878 0.66701799973952 0
"526" "as.Smolt" "2021" NA 1 7980 9 3.03643423788724 0.110082553901342 0
"527" "as.Smolt" "2021" NA 1 7981 9 3.03643423788724 0.110082553901342 0
"528" "as.Smolt" "2021" NA 2 7982 9 3.03643423788724 0.220165107802685 0
"529" "as.Smolt" "2021" NA 1 7983 9 3.03643423788724 0.110082553901342 0
"530" "as.Smolt" "2021" 4 1 7984 9 3.03643423788724 0.064065482203288 1
"531" "as.Smolt" "2021" NA 5 7985 9 3.03643423788724 0.550412769506711 0
"532" "as.Smolt" "2021" NA 18 7986 9 3.03643423788724 1.98148597022416 0
"533" "as.Smolt" "2021" 2 1 7987 9 3.03643423788724 0.064065482203288 1
"534" "as.Smolt" "2021" 4 1 7988 9 3.03643423788724 0.064065482203288 1
"535" "as.Smolt" "2021" 5 1 7989 9 3.03643423788724 0.064065482203288 1
"536" "as.Smolt" "2021" NA 1 7990 9 3.03643423788724 0.110082553901342 0
"537" "as.Smolt" "2021" NA 17 7991 9 3.03643423788724 1.87140341632282 0
"538" "as.Smolt" "2021" 2 2 7992 9 3.03643423788724 0.128130964406576 2
"539" "as.Smolt" "2021" 3 1 7993 9 3.03643423788724 0.064065482203288 1
"540" "as.Smolt" "2021" NA 23 7994 9 3.03643423788724 2.53189873973087 0
"541" "as.Smolt" "2021" 2 2 7995 9 3.03643423788724 0.128130964406576 2
"542" "as.Smolt" "2021" 3 1 7996 9 3.03643423788724 0.064065482203288 1
"543" "as.Smolt" "2021" 4 1 7997 9 3.03643423788724 0.064065482203288 1
"544" "as.Smolt" "2021" NA 19 7998 9 3.03643423788724 2.0915685241255 0
"545" "as.Smolt" "2021" NA 6 7999 9 3.03643423788724 0.660495323408054 0
"546" "as.Smolt" "2021" 1 1 8000 10 2.97725849941192 0.0662853425532365 1
"547" "as.Smolt" "2021" NA 21 8001 10 2.97725849941192 2.39183489164986 0
"548" "as.Smolt" "2021" NA 6 8002 10 2.97725849941192 0.683381397614247 0
"549" "as.Smolt" "2021" NA 1 8003 10 2.97725849941192 0.113896899602374 0
"550" "as.Smolt" "2021" NA 6 8004 10 2.97725849941192 0.683381397614247 0
"551" "as.Smolt" "2021" NA 14 8005 10 2.97725849941192 1.59455659443324 0
"552" "as.Smolt" "2021" 2 2 8006 10 2.97725849941192 0.132570685106473 2
"553" "as.Smolt" "2021" 3 1 8007 10 2.97725849941192 0.0662853425532365 1
"554" "as.Smolt" "2021" NA 29 8008 10 2.97725849941192 3.30301008846886 0
"555" "as.Smolt" "2021" 2 1 8009 10 2.97725849941192 0.0662853425532365 1
"556" "as.Smolt" "2021" NA 53 8010 10 2.97725849941192 6.03653567892585 0
"557" "as.Smolt" "2021" 2 1 8011 10 2.97725849941192 0.0662853425532365 1
"558" "as.Smolt" "2021" NA 35 8012 10 2.97725849941192 3.9863914860831 0
"559" "as.Smolt" "2021" NA 7 8013 11 2.84625125149692 0.859727033985721 0
"560" "as.Smolt" "2021" NA 6 8014 11 2.84625125149692 0.736908886273475 0
"561" "as.Smolt" "2021" NA 1 8015 11 2.84625125149692 0.122818147712246 0
"562" "as.Smolt" "2021" NA 2 8016 11 2.84625125149692 0.245636295424492 0
"563" "as.Smolt" "2021" NA 4 8017 11 2.84625125149692 0.491272590848983 0
"564" "as.Smolt" "2021" NA 9 8018 11 2.84625125149692 1.10536332941021 0
"565" "as.Smolt" "2021" NA 15 8019 11 2.84625125149692 1.84227221568369 0
"566" "as.Smolt" "2021" NA 15 8020 11 2.84625125149692 1.84227221568369 0
"567" "as.Smolt" "2021" NA 2 8021 12 2.65297985505464 0.274541916163113 0
"568" "as.Smolt" "2021" NA 2 8022 12 2.65297985505464 0.274541916163113 0
"569" "as.Smolt" "2021" NA 3 8023 12 2.65297985505464 0.411812874244669 0
"570" "as.Smolt" "2021" NA 1 8024 12 2.65297985505464 0.137270958081556 0
"571" "as.Smolt" "2021" NA 2 8025 12 2.65297985505464 0.274541916163113 0
"572" "as.Smolt" "2021" NA 1 8026 12 2.65297985505464 0.137270958081556 0
